Line,Speaker,Text,Date,Party,Location,URL
"198","Clinton","well I respect disagre I think we have achiev a great deal with the iranian nuclear agreement to put a lid on the iranian nuclear weapon program that ha to be enforc absolut with consequ for iran at the slightest deviat from their requir under the agreement I do not think we should promis or even look toward normal relat becaus we have a lot of other busi to get done with iran ye they have to stop be the main state sponsor of terror ye they have to stop tri to destabil the middl east caus even more chao ye they ve got to get out of syria they ve got to quit sponsor hezbollah and hama they have got to quit tri to ship rocket into gaza that can be use against israel We have a lot of work to do with iran befor we ever say that they could move toward normal relat with us","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"200","Sanders","We have a lot of work to do We have a lot of work to do but I recal when secretari clinton ran against then-sen obama she wa critic of him for suggest that mayb you want to talk to iran that you want to talk to our enemi I have no illus Of cours you are right iran is sponsor terror in mani part of the world destabil area everybodi know that but our goal is in fact to tri over a period of time to in fact deal with our enemi not just ignor that realiti","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"202","Clinton","senat sander from a debat in 2008 quot what I said the question wa would you meet with an adversari without condit I said no and in fact in obama administr we did not meet with anybodi without condit that is the appropri approach in order to get the result that you are seek","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"204","Sanders","No I think the idea wa that presid -- then-sen obama wa wrong for suggest that it is a good idea to talk to your oppon It s easier to talk to your friend It s harder to talk to your enemi I think we should do both","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"207","Clinton","well I wa pleas that nato announc just thi week that they re go to start do patrol in the mediterranean in the aegean to tri to interdict the smuggler to tri to prevent the kind of tragedi that we have seen all too often also to tri to prevent more refuge from come to the european union and it s especi signific that they are work with both turkey and greec in order to do thi with respect to the unit state I think our role in nato our support for the E U as well as our willing to take refuge so long as they are thoroughli vet and that we have confid from intellig and other sourc that they can come to our countri we should be do our part and we should back up the recent donor confer to make sure we have made our contribut to tri to deal with the enorm cost that these refuge are pose to turkey and to member of the E U in particular thi is a humanitarian catastroph there is no other descript of it So we do as the unit state have to support our friend our alli in europ We have to stand with them We have to provid financi support to them We have to provid the nato support to back up the mission that is go on and we have to take properli vet refuge ourselv","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"208","Sanders","A coupl of year ago I had the opportun to go on a congression deleg and I went to one of these turkish refuge camp right on the border of syria and what a sad sight that wa men women children forc out of their home and turkey by the way did a veri decent thing provid what wa reason hous and condit for those peopl It seem to me that given our histori as a nation that ha been a beacon of hope for the oppress for the downtrodden that I veri strongli disagre with those republican candid who say you know what we ve got to turn our back on women and children who left their home with noth noth at all that is not what america is suppos to be about So I believ that work with europ -- and by the way you know we ve got some veri wealthi countri there in that part of the world you got kuwait and you got qatar and you got saudi arabia they have a respons as well but I think thi is a worldwid -- that the entir world need to come togeth to deal with thi horrif refuge crisi we re see from syria and afghanistan as well","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"211","Sanders","you know franklin delano roosevelt took the oath of offic in 1933 at a time when 25 percent of the american peopl were unemploy countri wa in incred despair and he stood befor the american peopl and he said the onli thing we have to fear is fear itself a profound statement that gave the american peopl the courag to believ that ye we could get out of that terribl depress and then what he did is redefin the role of govern you know you had herbert hoover befor that say no we got to onli worri about the deficit So what if mass unemploy exist So what if children are go hungri that s not the role of the govern and when fdr said yeah it is that we re go to use all of the resourc that we have to creat job to build home to feed peopl to protect the farmer we are a nation which if we come togeth there is noth that we could not accomplish and kind of -- that s what I see our campaign is about right now In thi particular moment of seriou crise say to the american peopl don t give up on the polit process don t listen to the trump of the world and allow them to divid us If we reengag and get involv yeah we can have health care for all peopl we can make public colleg and univers tuition-fre We do not have to have massiv level of incom and wealth inequ In the same light as the foreign leader winston churchil s polit were not my polit He wa kind of a conserv guy in mani respect but nobodi can deni that as a wartim leader he ralli the british peopl when they stood virtual alon against the nazi juggernaut and ralli them and eventu won an extraordinari victori those are two leader that I admir veri much","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"213","Clinton","I certainli agre with fdr for all the reason senat sander said and I agre about the role that he play both in war and in peac on the economi and defeat fascism around the world I would choos nelson mandela for hi generos of heart hi understand of the need for reconcili but I want to -- I want to follow up on someth have to do with leadership becaus you know today senat sander said that presid obama fail the presidenti leadership test and thi is not the first time that he ha critic presid obama In the past he ha call him weak He ha call him a disappoint He wrote a forward for a book that basic argu voter should have buyer remors when it come to presid obama s leadership and legaci and I just couldn t agre -- disagre more with those kind of comment you know from my perspect mayb becaus I understand what presid obama inherit not onli the worst financi crisi but the antipathi of the republican in congress I don t think he get the credit he deserv for be a","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"215","Clinton","who got us out of","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"217","Clinton","put us on firm ground and ha sent us into the futur and it is a -- the kind of critic that we ve heard from senat sander about our presid I expect from republican I do not expect from someon run for the democrat nomin to succeed presid obama","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"218","Sanders","that","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"220","Sanders","madam secretari that is a low blow I have work with presid obama for the last seven year when presid obama came into offic we were lose 800 000 job a month 800 000 job a month We had a 1 4 trillion deficit and the world s financi system is on the verg of collaps As a result of hi effort and the effort of joe biden against unpreced I wa there in the senat unpreced republican obstruction we have made enorm progress","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"222","Sanders","but you know what last I heard we live in a democrat societi last I heard a unit state senat had the right to disagre with the presid includ a presid who ha done such an extraordinari job So I have voic critic you re right mayb you haven t I have but I think to suggest that I have voic critic thi blurb that you talk about you know what the blurb said the blurb said that the next presid of the unit state ha got to be aggress in bring peopl into the polit process that s what I said that is what I believ","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"224","Sanders","presid obama and I are friend As you know he came to vermont to campaign for me when he wa a senat I have work for hi re-elect hi first elect and hi re-elect but I think it is realli unfair to suggest that I have not been support of the presid I have been a strong alli with him on virtual everi issu Do senat have the right to disagre with the presid have you ever disagre with a presid I suspect you may have","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"226","Clinton","you know senat what I am concern about is not disagr on issu say that thi is what I would rather do I don t agre with the presid on that call the presid weak call him a disappoint call sever time that he should have a primari oppon when he ran for re-elect in 2012 you know I think that goe further than say we have our disagr As a senat ye I wa a senat I understand we can disagre on the path forward but those kind of person assess and charg are one that I find particularli troubl","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"228","Sanders","well one of us ran against barack obama I wa not that candid","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"230","Sanders","all right look thi ha been a great debat A lot of interest issu have come togeth let me conclud by just say thi there is no presid in my view not hillari clinton not berni sander who ha the capabl or the power to take on wall street larg campaign donor the corpor media the big money interest in thi countri alon thi campaign is not just about elect a presid what thi campaign is about is creat a process for a polit revolut in which million of american work peopl who have given up on the polit process they don t think anybodi hear their pain or their concern young peopl for whom get involv in polit is as you know it s like go to the moon It ain t go to happen low incom peopl who are not involv in the polit process what thi campaign is not onli about elect someon who ha the most progress agenda it is about bring ten of million of peopl togeth to demand that we have a govern that repres all of us and not just the 1 percent who today have so much econom and polit power thank you all veri much","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"233","Clinton","you know we -- we agre that we ve got to get unaccount money out of polit We agre that wall street should never be allow to wreck main street again but here s the point I want to make tonight I am not a single-issu candid and I do not believ we live in a single-issu countri I think that a lot of what we have to overcom to break down the barrier that are hold peopl back whether it s poison in the water of the children of flint or whether it s the poor miner who are be left out and left behind in coal countri or whether it is ani other american today who feel somehow put down and oppress by racism by sexism by discrimin against the lgbt commun against the kind of effort that need to be made to root out all of these barrier that s what I want to take on and here in wisconsin I want to reiter We ve got to stand up for union and work peopl who have done it","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"235","Clinton","the american middl class and who are be attack by ideologu by demagogu ye doe wall street and big financi interest along with drug compani insur compani big oil all of it have too much influenc you re right but if we were to stop that tomorrow we would still have the indiffer the neglig that we saw in flint We would still have racism hold peopl back We would still have sexism prevent women from get equal pay We would still have lgbt peopl who get marri on saturday and get fire on monday and we would still have governor like scott walker and other tri to rip out the heart of the middl class by make it imposs to organ and stand up for better wage and work condit So I m go to keep talk about tear down all the barrier that stand in the way of american fulfil their potenti becaus I don t think our countri can live up to it potenti unless we give a chanc to everi singl american to live up to their","2/11/16","Democratic","Milwaukee, Wisconsin","http://www.presidency.ucsb.edu/ws/index.php?pid=111520"
"19","Kasich","well thank you you know I look in the face of peopl all across thi countri and I know they want to be hope and mani are hope look I can take conserv polici to the white hous to washington to restor the strength of our economi but I also want to transfer power money and influenc to where you live becaus I believ the strength in thi countri rest in the neighborhood the famili the commun and our state and I believ it s a new partnership -- a partnership that can allow us to restor the spirit of america and strengthen america for the best centuri we ve ever had thank you","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"22","Rubio","everi elect is import I believ thi is the most import elect in a gener becaus what s at stake in thi elect is not simpli what parti is go to be in charg or which candid win what s at stake is our ident as a nation and as a peopl for over two centuri america ha been an except nation and now the time ha come for thi gener to do what it must do to keep it that way If we make the right choic in thi elect our children are go to be the freest and most prosper american that have ever live and the 21st centuri is go to be a new american centuri","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"25","Cruz","fifty-nin year ago florida welcom my father to america as he step off the ferri boat from cuba onto key west He wa 18 He wa fill with hope and dream and yet he wa in the freest land on the face of the earth thi elect thi debat is not about insult It s not about attack It s not about ani of the individu on thi stage thi elect is about you and your children It s about the freedom america ha alway had and make sure that that freedom is there for the next gener that we stop washington from stand in the way of the hard-work taxpay of america","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"28","Trump","one of the biggest polit event anywher in the world is happen right now with the republican parti million and million of peopl are go out to the poll and they re vote they re vote out of enthusiasm they re vote out of love some of these peopl frankli have never vote befor -- 50 year old 60 year old 70 year old -- never vote befor We re take peopl from the democrat parti We re take peopl as independ and they re all come out and the whole world is talk about it It s veri excit I think frankli the republican establish or whatev you want to call it should embrac what s happen We re have million of extra peopl join We are go to beat the democrat We are go to beat hillari or whoever it may be and we re go to beat them soundli","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"31","Kasich","well jake I grew up in a blue collar famili and the simpl fact of the matter is that of cours we re sensit about trade one out of five american work in a job connect to trade 38 million american are connect to it but my posit ha alway been we want to have free trade but fair trade and I ve been argu all along that it is absolut critic that when other countri break those agreement we don t turn the process over to some intern bureaucrat who come back a coupl year later and say Oh america wa right and peopl are out of work the fact of the matter is we have to have an expedit process when peopl cheat when countri cheat and they take advantag of us we need to blow the whistl and as presid of the unit state I absolut will blow the whistl and begin to stand up for the american worker but we don t want to lock the door and pull down the blind and leav the world becaus frankli if we do that price will go up peopl will buy less other peopl will be out of work and we don t want to see that happen trade though ha to be balanc and we have to make sure that when we see a violat like some countri dump their product into thi countri believ me as presid I will stand up and I will shut down those import becaus they re a violat of the agreement we have and the american worker expect us to stand up and jake my famili work in the steel industri not with a white collar I understand their plight","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"34","Trump","becaus nobodi know the system better than me I know the h1b I know the h2b nobodi know it better than me I m a businessman these are law these are regul these are rule We re allow to do it and frankli becaus of the devalu that other countri -- the monetari devalu that other countri are constantli do and brilliantli do against us it s veri veri hard for our compani in thi countri in our countri to compet So I will take advantag of it they re the law but I m the one that know how to chang it nobodi els on thi dai know how to chang it like I do believ me","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"36","Rubio","No I support free trade deal that are good for america We re 5 percent of the world s popul If all we do is sell thing to each other we can onli sell to 5 percent of the peopl on earth We have to have access to the hundr of million of peopl in the world today who can afford to buy thing the problem is we re a low-tariff countri To import someth into the unit state is not veri expens but mani of these countri we can t export to becaus their tariff are too high and so I am in favor of deal that allow us to bring down those tariff so that america can sell thing to all these peopl around the world there are good trade deal and there are bad one So for exampl here in florida we have benefit from the free trade deal with colombia It s allow flower export to come into the unit state but it s creat job for hundr of peopl who are now deliv those flower and work in that industri We have a surplu with colombia On the other hand you ve seen trade deal like in mexico that have been less than promis in some aspect better in other bottom line is I believ that america if given access to foreign market our worker are the most product in the world our peopl are the most innov on thi planet If it is a free and fair trade deal we can compet against anyon in the world and we need to in the 21st centuri","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"39","Cruz","actual that s incorrect there are two differ agreement there s tpa and tpp I oppos tpp and have alway oppos tpp which is what you ask about and when it come to trade look free trade when we open up foreign market help american but we re get kill in intern trade right now and we re get kill becaus we have an administr that s doesn t look out for american worker and job are go oversea We re drive job oversea and the peopl who are lose out are in manufactur job or the steel industri or the auto industri but I ll tell you who els is go to be lose out which is the servic industri thi obama administr is negoti the trade in servic agreement which is anoth treati to allow servic to come in and take job from american as well and you ve got to understand trade and immigr are interwoven and they are hurt the work men and women of thi countri So the question is what s the solut It s easi to talk about the problem but do you have a solut to fix it and I think the solut is sever thing number one we need to negoti trade deal protect american worker first not the corpor board room number two we need to lift the regul on american busi here so we see job come back and number three we need a tax plan like the tax plan I ve introduc that will not tax export and that will tax import and that will bring million of high-pay job back to america","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"43","Rubio","If it s be abus the way disney did understand that program it is illeg now under that program to use it to replac american worker under that program you have to prove not onli that you re not replac american but that you ve tri to hire american and if a compani is caught abus that process they should never be allow to use it again the second problem with the current structur of the program that peopl perhap don t understand is a lot of these compani are not directli hire employe from abroad they are hire a consult compani like tata for exampl out of india that compani then hoard up all of these visa they hire worker you hire -- disney or some other compani hire thi compani what they re basic do is they are insourc and outsourc they are bring in worker from abroad that are not direct employe of a disney or someon els they re employe of thi consult busi and what I argu is that no consult busi such as that should be allow to hoard up all of these visa that the visa should onli be avail for compani to use to directli hire worker and that we should be stricter in how he enforc it It is illeg now it is a violat of the law now to use that program to replac american and if a compani is caught do that whether it be disney or anyon els they should be bar from use the program in the futur","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"47","Rubio","correct","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"49","Rubio","well first I think -- well I d be open to it if it take a paus but I don t think it take a paus to enforc the law what they are do is they are in fact use that program to replac an american If there s an american work at disney and they bring someon from anoth countri use h1b to replac their direct job that s in violat of the law and what I m explain to you is what they are do now is they are not -- what they are do is they are elimin the job they are outsourc the entir tech divis to a consult compani they are make the argument that we didn t replac you We just replac the whole unit by hire a compani to do it instead and that compani that they re hire is bring their worker from abroad It s a loophol they ve figur out that we need to close so they can no longer continu to do it that way","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"52","Kasich","well look I believ in immigr but it ha to be control the simpl fact of the matter is I wouldn t be stand here I d be mayb run for presid of croatia if we didn t have immigr immigr is someth that bring youth and vibranc and energi to our countri but we clearli have to control our border We can t have peopl just walk in look we lock our door at night in our home the countri ha to be abl to lock it door as well So we -- I have a comprehens plan to deal with thi problem of immigr I would say we have to absolut finish the wall and guard the border and if anybodi were to come in after that they are go to have to go back No excus becaus we can t continu thi problem I think we ought to have a guest worker program where peopl come in work and go home and I think at the same time for the 11 and a half million who are here then in my view if they have not commit a crime sinc they ve been here they get a path to legal not to citizenship I believ that program can pass the congress in the first 100 day but let s not lose sight of the fact that the whole key to the futur of america is strong econom growth with common sens regul lower tax and a balanc budget We can have a rise tide that lift all the worker in america all the peopl who are citizen of america if we ll just follow the formula that work that I use in washington and guess what I ve use it in ohio to grow over 400 privat sector job sinc I ve been governor","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"54","Trump","I will first of all I think and I know the h1b veri well and it s someth that I frankli use and I shouldn t be allow to use it We shouldn t have it veri veri bad for worker and second of all I think it s veri import to say well I m a businessman and I have to do what I have to do when it s sit there wait for you but it s veri bad It s veri bad for busi in term of -- and it s veri bad for our worker and it s unfair for our worker and we should end it veri importantli the disney worker endors me as you probabl read and I got a full endors becaus they are the one that said and they had a news confer and they said he s the onli one that s go to be abl to fix it becaus it is a mess I think for a period of a year to two year we have to look back and we have to see just to answer the second part of your question where we are where we stand what s go on We have to sort of take a strong good hard look and come up with plan that work and we re rush into thing and we re just -- we re lead with the chin","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"56","Trump","We re lead with peopl that don t know what they are do in term of our leadership I d say a minimum of one year mayb two year","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"60","Cruz","well we need to redefin our legal immigr system so that it meet the need of the american economi right now we re bring in far too mani low skill worker what that is do is drive down the wage of hard-work american our system isn t work and then on top of that we ve got a system that s allow in million of peopl to be here illeg and the answer to that I ve laid out a veri veri detail immigr plan on my websit We re go to build a wall tripl the border patrol We re go to end sanctuari citi and let me tell you how we re go to do that We re go to cut off feder taxpay fund to ani citi that defi feder immigr law","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"62","Cruz","We re go to end welfar benefit for anyon who is here illeg and the thing to understand stephen we can solv these problem It s not that we don t know how to do it It s that we re lack the polit will neither of the parti in washington want to do thi the democrat support illeg immigr becaus they view those illeg immigr as potenti voter and far too mani of the republican are do the bid of wall street and the special interest and they view it as cheap labor We need instead leadership that work for the work men and women of thi countri We need an immigr system that take care of the job of the work men and women of thi countri","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"65","Rubio","well I would add when you talk about the million of green card that are come in those aren t actual worker at all they are just come in primarili base on famili connect and let me tell you when my parent came in 1956 I acknowledg that my parent came to the U S on a family-bas system the problem is noth look like it did 60 year ago the 21st centuri economi simpli is not creat enough job for peopl that don t have skill when my parent came they had a veri limit educ My father stop go to school when he wa 9 year old becaus hi mother die and he had to work and he would work the next 70 year of hi life and never go back to school and I m grate everi day that america welcom them but today in the 21st centuri 60 year later find job when you don t have skill is veri difficult We need to move to a merit- base system of immigr not just on h-1b particularli on green card the primari criteria for bring someon from abroad in the 21st centuri should be what skill do you have what busi are you go to open what invest are you go to make what job are you go to be abl to do when you arriv in the unit state","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"68","Trump","educ through washington D C I don t want that I want local educ I want the parent and I want all of the teacher and I want everybodi to get togeth around a school and to make educ great and it wa veri interest I wa with Dr ben carson today who is endors me by the way tomorrow morn and he is","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"70","Trump","We were talk We spoke for over an hour on educ and he ha such a great handl on it He want competit school He want a lot of differ thing that are terrif includ charter school by the way that the union are fight like crazi but charter school work and they work veri well So there are a lot of thing but I m go to have ben veri involv with educ someth that s an expertis of hi","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"72","Trump","you re right jake but it ha been taken over by the feder govern It wa origin suppos to be that way and certainli sound better that way but it ha all been taken over now by the bureaucrat in washington and they are not interest in what s happen in miami or in florida in mani case now in some case they would be but in mani case they are more interest in their paycheck and the big bureaucraci than they are take care of the children","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"75","Kasich","well look all I m in favor of in ohio is high standard first of all let me tell you I would take 125 feder educ program put them in four bucket and send them back to the state OK I ve been work on thi for mani mani year secondli jake in our state the state school board set the standard and we want high standard becaus we have not alway had high standard unfortun they set the standard and the local school board develop the curriculum not onli did we have that in the law we reassert it in the law and we also want parent advis in the local school district so that in fact you know frankli educ ha to be run at the school board level with a littl guidanc from the state now on top of that you want to talk about the 21st centuri and what we need to do with our kid We need to start connect them to the real world We need to be train them for the job of the 21st centuri not the job of 20 year ago We need vocat educ start in the seventh grade where kid can get that kind of educ that can take them to colleg but all the way through their K through 12 they ought to be connect with real-world job frankli what ought to happen is we ought to get them to pursu their god-given talent and connect them with the thing that give them passion and that s exactli what we re do in ohio combin with mentor program to talk to kid about what their futur can be So let me be clear local control obvious high state standard that s what it is in the state of ohio","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"78","Cruz","common core is a disast and if I am elect presid in the first day as presid I will direct the depart of educ that common core end that day","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"80","Cruz","now let me tell you whi you can do that becaus it s easi to talk about the problem but you have to understand the solut the obama administr ha abus execut power in forc common core on the state It ha use race-to-the-top fund to effect blackmail and forc the state to adopt common core now the one silver line of obama abus execut power is that everyth done with execut power can be undon with execut power and I intend to do that","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"82","Cruz","beyond that though jake I intend to work to abolish the feder depart of educ and send educ back to the state and back to the local govern and let me say final the most import reform we can do in educ after get the feder govern out of it is expand school choic expand charter school and home school and privat school and voucher and scholarship and give everi child -- african american hispan -- everi child in need an opportun to access to a qualiti educ","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"86","Rubio","well first of all let me say that you re right there are about 3 million senior in florida with social secur and medicar one of them is my mother who happen to be here today I m against ani chang to social secur that are bad for my mother and we don t have to make ani chang for them but anyon who tell you that social secur can stay the way it is is lie ani politician that goe around say We don t have to anyth all we have to do is rais a few tax or just leav it the way it is they re not be honest with you social secur will go bankrupt and it will bankrupt the countri with it So what it will requir is peopl younger like myself peopl that are 30 year away from retir to accept that our social secur is go to work differ than it did for my parent for exampl instead of retir at 67 the way I m suppos to retir I d have to retir at 68 If I were still in the senat I d be one of the youngest peopl there","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"88","Rubio","If I ve made a lot of money my social secur benefit will not grow as fast as someon who made less money and by the way medicar could veri well becom the option of use my medicar benefit to buy a privat plan that I like better medicar advantag doe that now these are not unreason chang to ask of someon like myself who is 25 or 30 year away from retir in exchang for leav the program undisturb for the peopl that are on it now or about to retir and ensur that we do not bankrupt our countri and that thi program still exist when my children retir when my grandchildren retir when I retir","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"91","Rubio","well I m sorri I didn t answer that part So the thing is that my -- my gener someon my age would retir at 68 We would continu to allow it to increas the retir age for futur gener until it hit 70 and so my children would retir at 70 I would retir at 68 It would be a graduat scale over a period of time but again I m talk about peopl like myself and ted who are 45 year old We re year away from retir for peopl that are on it now we don t have to chang it at all If we don t do anyth we will have a debt crisi It s not a question of if It is a question of when In less than five year onli 17 percent of our budget will remain discretionari 83 percent of the feder budget in less than five year will all be spent on medicar medicaid the interest on the debt that s -- all of it will be eaten up by that that s a debt crisi and it will be debilit to our economi and our children deserv better than to inherit a debt crisi","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"94","Trump","well first of all I want you to understand that the democrat and I ve watch them veri intens even though it s a veri veri bore thing to watch that the democrat are do noth with social secur they re leav it the way it is In fact they want to increas it they want to actual give more and that s what we re up against and whether we like it or not that is what we re up against I will do everyth within my power not to touch social secur to leav it the way it is to make thi countri rich again to bring back our job to get rid of deficit to get rid of wast fraud and abus which is rampant in thi countri rampant total rampant and it s my absolut intent to leav social secur the way it is not increas the age and to leav it as is you have 22 year you have a long time to go It s not long in term of what we re talk about but it s still a long time to go and I want to leav social secur as is I want to make our countri rich again so we can afford it I want to bring back our job I want to do thing that will make us that will bring back gdp I mean as an exampl gdp wa zero essenti for the last two quarter If that ever happen in china you would have had a depress like nobodi s ever seen befor they go down to 7 percent 8 percent and it s a -- it s a nation tragedi We re at zero we re not do anyth We ve lost our job We ve lost everyth We re lose everyth our job are gone our busi are be taken out of the countri I want to make america great again and I want to leav social secur as is We re go to get rid of wast fraud abus and bring back busi","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"97","Trump","becaus they don t cover most of the subject We re the policemen of the world We take care of the entir world We re go to have a stronger militari much stronger our militari is deplet but we take care of germani we take care of saudi arabia we take care of japan we take care of south korea We take -- everi time thi maniac from north korea doe anyth we immedi send our ship We get virtual noth We have 28 000 soldier on the line on the border between north and south korea We have so mani place saudi arabia wa make a billion dollar a day and we were get virtual noth to protect them We are go to be in a differ world We re go to negoti real deal now and we re go to bring the wealth back to our countri We owe 19 trillion We re go to bring wealth back to our countri","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"100","Rubio","No and I -- and I think you ve outlin whi the number don t add up you know when I ran for the senat in 2010 I came out and said we re go to have to make chang to social secur and everyon said that s the end of your campaign In florida you can t talk about that but peopl know that it s the truth here in florida fraud is not enough certainli let s wipe out the fraud but as you said it won t add up you alreadi gave those number the second point is on foreign aid I hear that all the time as well I m against ani sort of wast of money on foreign aid but it s less than 1 percent of our feder budget the number don t add up the bottom line is we can t just continu to tip-to around thi and throw out thing like I m go to get at fraud and abus let s get rid of fraud let s get rid of abus let s be more care about how we spend foreign aid but you still have hundr of billion of dollar of deficit that you re go to have to make up and here s the thing If we do not do it we will have a debt crisi not to mention a crisi in social secur and medicar both parti have taken far too long to deal with it It is one of the major issu confront america It s bare been ask in ani of these debat and we d better deal with or we re go to have to explain to our children whi they inherit thi disast","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"103","Trump","well I don t know if he s say that look I m just say veri simpli we have a countri that I ve never seen anyth like it I ve been go over budget and look at budget We don t bid thing out We don t bid out as an exampl the drug industri pharmaceut industri they don t go out to bid they just pay almost as if you walk into a drug store that s what they re pay and the reason is they have a fantast lobbi they take care of all of the senat the congressmen they have great power and they don t bid out the militari is never properli bid when we go out to militari bid it s not properli bid and the peopl that realli sell us the product are oftentim the product we don t want onli becaus that particular compani ha polit juic OK I m self-fund my campaign nobodi is go to be take care of me I don t want anybodi s money I will tell you someth We re go to go out to bid in virtual everi differ facet of our govern We re go to save a fortun","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
"106","Cruz","well number one we need to see respons social secur right now is careen toward insolv and it s irrespons and ani politician that doesn t step forward and address it is not be a real leader We need to see polit courag to take thi on and save and strengthen social secur","3/10/16","Republican","Miami, Florida","http://www.presidency.ucsb.edu/ws/index.php?pid=115148"
